# 微分幾何 / Differential geometry
# reading	word	pos	flags
あいんしゅたいんけいりょう	アインシュタイン計量	noun
うめこみ	埋め込み	noun
おいらーるい	オイラー類	noun
かびぶんたようたい	可微分多様体	noun
かるたんのこうぞうほうていしき	カルタンの構造方程式	noun
がいせき	外積	noun
がいびぶん	外微分	noun
がうすきょくりつ	ガウス曲率	noun
がうすぼんねのていり	ガウス・ボンネの定理	noun
きょうへんびぶん	共変微分	noun
きょくりつ	曲率	noun
きりんぐべくとるば	キリングベクトル場	noun
くさびせき	楔積	noun
くりすとっふぇるきごう	クリストッフェル記号	noun
けーらーたようたい	ケーラー多様体	noun
しずめこみ	沈め込み	noun
しゅてぃーふぇるほいっとにーるい	シュティーフェル・ホイットニー類	noun
しゅばんどる	主束	noun
しんぷれくてぃっくたようたい	シンプレクティック多様体	noun
すからーきょくりつ	スカラー曲率	noun
すとーくすのていり	ストークスの定理	noun
せっくうかん	接空間	noun
せつそく	接束	noun
せつぞく	接続	noun-suru
せつべくとる	接ベクトル	noun
そくちせん	測地線	noun
だんめんきょくりつ	断面曲率	noun
ちゃーんるい	チャーン類	noun
どらむこほもろじー	ド・ラームコホモロジー	noun
びあんきこうとうしき	ビアンキ恒等式	noun
びぶんけいしき	微分形式	noun
びぶんたようたい	微分多様体	noun
ふくそたようたい	複素多様体	noun
ふろべにうすのていり	フロベニウスの定理	noun
へいきんきょくりつ	平均曲率	noun
べくとるば	ベクトル場	noun
ほっじぶんかい	ホッジ分解	noun
ほっじほしさようそ	ホッジ星作用素	noun
ほもろじー	ホモロジー	noun
ぽんとりゃーぎんるい	ポントリャーギン類	noun
やこびば	ヤコビ場	noun
よせつそく	余接束	noun
りっちきょくりつ	リッチ曲率	noun
りっちふろー	リッチフロー	noun
りーかん	リー環	noun
りーぐん	リー群	noun
りーだいすう	リー代数	noun
りーびぶん	リー微分	noun
りーまんきょくりつ	リーマン曲率	noun
りーまんきょくりつてんそる	リーマン曲率テンソル	noun
りーまんけいりょう	リーマン計量	noun
りーまんたようたい	リーマン多様体	noun
れびちびたせつぞく	レヴィ・チヴィタ接続	noun
