# 線形代数 / Linear algebra
# reading	word	pos	flags
えるみーとぎょうれつ	エルミート行列	noun
かいくうかん	解空間	noun
かいすう	階数	noun
かいだんぎょうれつ	階段行列	noun
かぎゃくぎょうれつ	可逆行列	noun
かくだいけいすうぎょうれつ	拡大係数行列	noun
かさんかくぎょうれつ	下三角行列	noun
きてい	基底	noun
きていへんかん	基底変換	noun
きょうやくてんち	共役転置	noun
ぎょうきほんへんけい	行基本変形	noun
ぎょうべくとる	行ベクトル	noun
ぎょうれつ	行列	noun
ぎょうれつしき	行列式	noun
くらめるのこうしき	クラメルの公式	noun
くろねっかーせき	クロネッカー積	noun
ぐらむぎょうれつ	グラム行列	noun
ぐらむしゅみっとのせいきちょっこうか	グラム・シュミットの正規直交化	noun-suru
けいりょう	計量	noun
けーりーはみるとんのていり	ケーリー・ハミルトンの定理	noun
こゆうくうかん	固有空間	noun
こゆうたこうしき	固有多項式	noun
こゆうち	固有値	noun
こゆうべくとる	固有ベクトル	noun
こゆうほうていしき	固有方程式	noun
さんかくぎょうれつ	三角行列	noun
しゃえい	射影	noun-suru
しゅーあぶんかい	シューア分解	noun
しるべすたーのかんせいほうそく	シルベスターの慣性法則	noun
じげん	次元	noun
じこずいはん	自己随伴	noun-adj
じょうさんかくぎょうれつ	上三角行列	noun
じょるだんひょうじゅんけい	ジョルダン標準形	noun
すからー	スカラー	noun
せいきちょっこう	正規直交	noun-adj
せいきちょっこうきてい	正規直交基底	noun
せいそくぎょうれつ	正則行列	noun
せいていち	正定値	noun-adj
せんけい	線形	noun
せんけいけつごう	線形結合	noun
せんけいしゃぞう	線形写像	noun
せんけいじゅうぞく	線形従属	noun
せんけいどくりつ	線形独立	noun
せんけいへんかん	線形変換	noun
そうつい	双対	noun
そうついくうかん	双対空間	noun
たいかく	対角	noun
たいかくか	対角化	noun-suru
たいかくかのう	対角化可能	noun-adj
たいかくぎょうれつ	対角行列	noun
たいかくせいぶん	対角成分	noun
たいしょうぎょうれつ	対称行列	noun
たんいぎょうれつ	単位行列	noun
ちょくわ	直和	noun
ちょくわぶんかい	直和分解	noun
ちょっこう	直交	noun-suru
ちょっこうぎょうれつ	直交行列	noun
ちょっこうほきくうかん	直交補空間	noun
てんそる	テンソル	noun
てんそるせき	テンソル積	noun
てんち	転置	noun-suru
てんちぎょうれつ	転置行列	noun
とれーす	トレース	noun
とーぷりっつぎょうれつ	トープリッツ行列	noun
ないせき	内積	noun
ないせきくうかん	内積空間	noun
のるむ	ノルム	noun
はんたいしょうぎょうれつ	反対称行列	noun
ばんでるもんどぎょうれつ	ヴァンデルモンド行列	noun
べきれいぎょうれつ	冪零行列	noun
べくとる	ベクトル	noun
べくとるくうかん	ベクトル空間	noun
むーあぺんろーずぎゃくぎょうれつ	ムーア・ペンローズ逆行列	noun
ゆにたりぎょうれつ	ユニタリ行列	noun
れいぎょうれつ	零行列	noun
れつべくとる	列ベクトル	noun
れんりつほうていしき	連立方程式	noun
