# 表現論 / Representation theory
# reading	word	pos	flags
うぇいと	ウェイト	noun
かやくひょうげん	可約表現	noun
かるたんぶぶんだいすう	カルタン部分代数	noun
かんぜんかやく	完全可約	noun-adj
きやくひょうげん	既約表現	noun
きょくしょこんぱくとぐん	局所コンパクト群	noun
ぐんのひょうげん	群の表現	noun
こんぱくとぐん	コンパクト群	noun
さいこううぇいと	最高ウェイト	noun
しひょう	指標	noun
しひょうひょう	指標表	noun
しゅあのほだい	シューアの補題	noun
じめいひょうげん	自明表現	noun
ずいはんひょうげん	随伴表現	noun
せいそくひょうげん	正則表現	noun
たんじゅんりーぐん	単純リー群	noun
たんじゅんるーと	単純ルート	noun
でぃんきんずけい	ディンキン図形	noun
はんたんじゅんりーだいすう	半単純リー代数	noun
ひょうげん	表現	noun-suru	common
ひょうげんろん	表現論	noun
ぴーたーわいるのていり	ピーター・ワイルの定理	noun
ふーりえかいせき	フーリエ解析	noun
ましゅけのていり	マシュケの定理	noun
ゆにたりひょうげん	ユニタリ表現	noun
るーとけい	ルート系	noun
