# ホモロジー代数 / Homological algebra
# reading	word	pos	flags
あいれんべるぐすてぃーんろっどのこうり	アイレンベルグ・スティーンロッドの公理	noun
あいれんべるぐまくれーんくうかん	アイレンベルグ・マクレーン空間	noun
えくすとかんしゅ	Ext関手	noun
かんぜんかんしゅ	完全関手	noun
がろあこほもろじー	ガロアコホモロジー	noun
きゅねすのていり	キュネスの定理	noun
きょうかいしゃぞう	境界写像	noun
ぐろたんでぃーくのすぺくとるけいれつ	グロタンディークのスペクトル系列	noun
こほもろじー	コホモロジー	noun
こほもろじーぐん	コホモロジー群	noun
ごこうほだい	五項補題	noun
さふくたい	鎖複体	noun
しゃえいぶんかい	射影分解	noun
じゆうぶんかい	自由分解	noun
すぺくとるけいれつ	スペクトル系列	noun
せーるのすぺくとるけいれつ	セールのスペクトル系列	noun
たんたいほもろじー	単体ホモロジー	noun
ちぇっくこほもろじー	チェックコホモロジー	noun
とくいほもろじー	特異ホモロジー	noun
とーるかんしゅ	Tor関手	noun
どうらいかんしゅ	導来関手	noun
どうらいけん	導来圏	noun
どらーむのていり	ド・ラームの定理	noun
にゅうしゃぶんかい	入射分解	noun
ひだりかんぜんかんしゅ	左完全関手	noun
びぶんさようそ	微分作用素	noun
ふくたい	複体	noun
へびのほだい	蛇の補題	noun
ほっほしるとこほもろじー	ホッホシルトコホモロジー	noun
ほもろじーぐん	ホモロジー群	noun
ぽあんかれそうついせい	ポアンカレ双対性	noun
みぎかんぜんかんしゅ	右完全関手	noun
よさふくたい	余鎖複体	noun
れらいのすぺくとるけいれつ	レライのスペクトル系列	noun
