# 代数幾何 / Algebraic geometry
# reading	word	pos	flags
あふぃんすきーむ	アフィンスキーム	noun
あふぃんたようたい	アフィン多様体	noun
あーべるたようたい	アーベル多様体	noun
いんし	因子	noun
いんしるいぐん	因子類群	noun
えたーるしゃぞう	エタール射	noun
からびやうたようたい	カラビ・ヤウ多様体	noun
がいけい	概型	noun
くき	茎	noun
ぐろたんでぃーくりーまんろっほのていり	グロタンディーク・リーマン・ロッホの定理	noun
こうぞうそう	構造層	noun
こだいらしょうめつていり	小平消滅定理	noun
こゆうしゃぞう	固有射	noun
しむらたようたい	志村多様体	noun
しゃえいたようたい	射影多様体	noun
しゅすう	種数	noun
じゅんれんかんそう	準連接層	noun
すきーむ	スキーム	noun
せいそくてん	正則点	noun
せつだん	切断	noun
せーるそうつい	セール双対	noun
そうこほもろじー	層コホモロジー	noun
だいすうきょくせん	代数曲線	noun
だいすうきょくめん	代数曲面	noun
だいすうたようたい	代数多様体	noun
だえんきょくせん	楕円曲線	noun
ちょくせんそく	直線束	noun
とくいかいしょう	特異点解消	noun
ねろんもけい	ネロン模型	noun
ひろなかのとくいてんかいしょう	広中の特異点解消	noun
ぴかーるぐん	ピカール群	noun
ふぁるてぃんぐすのていり	ファルティングスの定理	noun
ぶろーあっぷ	ブローアップ	noun
へいたんしゃぞう	平坦射	noun
べずーのていり	ベズーの定理	noun
ほっじよそう	ホッジ予想	noun
もーでるべいゆのていり	モーデル・ヴェイユの定理	noun
やこびたようたい	ヤコビ多様体	noun
ゆうこういんし	有効因子	noun
りーまんろっほのていり	リーマン・ロッホの定理	noun
れふしぇっつのちょうへいめんていり	レフシェッツの超平面定理	noun
れんかんそう	連接層	noun
